"mes","nombrecliente","fechaultcompra","diasuc_pc","diaspc_apc"
"2011-07","Sunil Uppal","2011-07-01 00:00:00",NULL,NULL
"2011-07","Suzanne Lu","2011-07-06 00:00:00",NULL,NULL
"2011-07","Tabitha Gomez","2011-07-29 00:00:00",NULL,NULL
"2011-07","Tamara Nath","2011-07-26 00:00:00",NULL,NULL
"2011-07","Ted Bremer","2011-07-01 00:00:00",NULL,NULL
"2011-07","Teresa Ramos","2011-07-24 00:00:00",NULL,NULL
"2011-07","Theresa Ramos","2011-07-04 00:00:00",NULL,NULL
"2011-07","Thomas Armstrong","2011-07-01 00:00:00",NULL,NULL
"2011-07","Thomas Roberts","2011-07-12 00:00:00",NULL,NULL
"2011-07","Tom Johnston","2011-07-01 00:00:00",NULL,NULL
"2011-07","Tony Nara","2011-07-26 00:00:00",NULL,NULL
"2011-07","Trevor Ross","2011-07-11 00:00:00",NULL,NULL
"2011-07","Trisha Lu","2011-07-19 00:00:00",NULL,NULL
"2011-07","Twanna Evans","2011-07-01 00:00:00",NULL,NULL
"2011-07","Vanessa Henderson","2011-07-27 00:00:00",NULL,NULL
"2011-07","Virginia Mehta","2011-07-08 00:00:00",NULL,NULL
"2011-07","Virginia Srini","2011-07-05 00:00:00",NULL,NULL
"2011-07","Warren Goel","2011-07-26 00:00:00",NULL,NULL
"2011-07","Wendy Dominguez","2011-07-09 00:00:00",NULL,NULL
"2011-07","Xavier Lee","2011-07-12 00:00:00",NULL,NULL
"2011-07","Xavier Roberts","2011-07-30 00:00:00",NULL,NULL
"2011-07","Yuping Tian","2011-07-01 00:00:00",NULL,NULL
"2011-08","Abe Tramel","2011-08-31 00:00:00","92",NULL
"2011-08","Abraham Swearengin","2011-08-31 00:00:00","92",NULL
"2011-08","Aidan Delaney","2011-08-01 00:00:00",NULL,NULL
"2011-08","Aidan Henderson","2011-08-27 00:00:00",NULL,NULL
"2011-08","Alan Chen","2011-08-27 00:00:00",NULL,NULL
"2011-08","Alan Zhu","2011-08-02 00:00:00",NULL,NULL
"2011-08","Alejandro Wang","2011-08-02 00:00:00",NULL,NULL
"2011-08","Alexandra Allen","2011-08-30 00:00:00",NULL,NULL
"2011-08","Alexandra Stewart","2011-08-15 00:00:00",NULL,NULL
"2011-08","Alicia Beck","2011-08-13 00:00:00",NULL,NULL
"2011-08","Allen Lopez","2011-08-01 00:00:00",NULL,NULL
"2011-08","Alyssa Wood","2011-08-17 00:00:00",NULL,NULL
"2011-08","Amy Ma","2011-08-02 00:00:00",NULL,NULL
"2011-08","Andres Shan","2011-08-19 00:00:00",NULL,NULL
"2011-08","Andrew Dixon","2011-08-01 00:00:00",NULL,NULL
"2011-08","Anne Rubio","2011-08-05 00:00:00",NULL,NULL
"2011-08","Barbara Hoffman","2011-08-31 00:00:00","92",NULL
"2011-08","Barry Johnson","2011-08-01 00:00:00",NULL,NULL
"2011-08","Benjamin Jackson","2011-08-14 00:00:00",NULL,NULL
"2011-08","Billy Alvarez","2011-08-07 00:00:00",NULL,NULL
"2011-08","Bonnie Lepro","2011-08-01 00:00:00",NULL,NULL
"2011-08","Brandi Ruiz","2011-08-02 00:00:00",NULL,NULL
"2011-08","Brandon Jones","2011-08-02 00:00:00",NULL,NULL
"2011-08","Brenda Diaz","2011-08-01 00:00:00",NULL,NULL
"2011-08","Brenda Heaney","2011-08-31 00:00:00","92",NULL
"2011-08","Bruce Ward","2011-08-17 00:00:00",NULL,NULL
"2011-08","Calvin Deng","2011-08-16 00:00:00",NULL,NULL
"2011-08","Candace Sai","2011-08-31 00:00:00",NULL,NULL
"2011-08","Carl Goel","2011-08-14 00:00:00",NULL,NULL
"2011-08","Carla Adams","2011-08-31 00:00:00","92",NULL
"2011-08","Carly Nath","2011-08-19 00:00:00",NULL,NULL
"2011-08","Carol Xu","2011-08-23 00:00:00",NULL,NULL
"2011-08","Carolyn Farino","2011-08-31 00:00:00","92",NULL
"2011-08","Carolyn Munoz","2011-08-03 00:00:00",NULL,NULL
"2011-08","Casey Luo","2011-08-31 00:00:00",NULL,NULL
"2011-08","Cassidy Coleman","2011-08-20 00:00:00",NULL,NULL
"2011-08","Cedric Chen","2011-08-06 00:00:00",NULL,NULL
"2011-08","Charles Christensen","2011-08-31 00:00:00","92",NULL
"2011-08","Charles Moore","2011-08-03 00:00:00",NULL,NULL
"2011-08","Charles Taylor","2011-08-02 00:00:00",NULL,NULL
"2011-08","Cheryl Herring","2011-08-01 00:00:00",NULL,NULL
"2011-08","Christian Kleinerman","2011-08-01 00:00:00",NULL,NULL
"2011-08","Christie Trujillo","2011-08-01 00:00:00",NULL,NULL
"2011-08","Christy Zheng","2011-08-12 00:00:00",NULL,NULL
"2011-08","Clarence Luo","2011-08-10 00:00:00",NULL,NULL
"2011-08","Clarence Nara","2011-08-13 00:00:00",NULL,NULL
"2011-08","Clayton Deng","2011-08-16 00:00:00",NULL,NULL
"2011-08","Clayton Kumar","2011-08-22 00:00:00",NULL,NULL
"2011-08","Connor Chen","2011-08-15 00:00:00",NULL,NULL
"2011-08","Conor Cunningham","2011-08-01 00:00:00",NULL,NULL
"2011-08","Dale Chande","2011-08-03 00:00:00",NULL,NULL
"2011-08","Danny Alvarez","2011-08-28 00:00:00",NULL,NULL
"2011-08","Darren Rana","2011-08-17 00:00:00",NULL,NULL
"2011-08","David Trolen","2011-08-01 00:00:00",NULL,NULL
"2011-08","Deanna Buskirk","2011-08-31 00:00:00","92",NULL
"2011-08","Deanna Mehta","2011-08-10 00:00:00",NULL,NULL
"2011-08","Deborah Kumar","2011-08-06 00:00:00",NULL,NULL
"2011-08","Denise Maccietto","2011-08-31 00:00:00",NULL,NULL
"2011-08","Donna Carreras","2011-08-01 00:00:00",NULL,NULL
"2011-08","Douglas Baldwin","2011-08-31 00:00:00","92",NULL
"2011-08","Dustin Luo","2011-08-24 00:00:00",NULL,NULL
"2011-08","Dwayne Torres","2011-08-30 00:00:00",NULL,NULL
"2011-08","Eduardo Lewis","2011-08-31 00:00:00",NULL,NULL
"2011-08","Elizabeth Catalano","2011-08-01 00:00:00",NULL,NULL
"2011-08","Emily Miller","2011-08-21 00:00:00",NULL,NULL
"2011-08","Eric Alexander","2011-08-06 00:00:00",NULL,NULL
"2011-08","Eric Brumfield","2011-08-31 00:00:00","92",NULL
"2011-08","Fadi Fakhouri","2011-08-01 00:00:00",NULL,NULL
"2011-08","Fernando Green","2011-08-19 00:00:00",NULL,NULL
"2011-08","Fernando Turner","2011-08-05 00:00:00",NULL,NULL
"2011-08","Fran?ois Ferrier","2011-08-31 00:00:00","92",NULL
"2011-08","Frances Adams","2011-08-31 00:00:00","92",NULL
"2011-08","Frank Campbell","2011-08-01 00:00:00",NULL,NULL
"2011-08","Gabriele Dickmann","2011-08-01 00:00:00",NULL,NULL
"2011-08","Gabrielle Coleman","2011-08-14 00:00:00",NULL,NULL
"2011-08","Gabrielle Hall","2011-08-01 00:00:00",NULL,NULL
"2011-08","Gabrielle Mitchell","2011-08-07 00:00:00",NULL,NULL
"2011-08","Gary Drury","2011-08-01 00:00:00",NULL,NULL
"2011-08","Geri Farrell","2011-08-01 00:00:00",NULL,NULL
"2011-08","Gustavo Achong","2011-08-01 00:00:00",NULL,NULL
"2011-08","Hattie Haemon","2011-08-01 00:00:00",NULL,NULL
"2011-08","Heidi Arun","2011-08-27 00:00:00",NULL,NULL
"2011-08","Henry Campen","2011-08-01 00:00:00",NULL,NULL
"2011-08","Humberto Acevedo","2011-08-01 00:00:00",NULL,NULL
"2011-08","Ian Rivera","2011-08-30 00:00:00",NULL,NULL
"2011-08","Isabella Johnson","2011-08-18 00:00:00",NULL,NULL
"2011-08","Isabella Price","2011-08-23 00:00:00",NULL,NULL
"2011-08","J. Phillip Alexander","2011-08-01 00:00:00",NULL,NULL
"2011-08","Jack Collins","2011-08-04 00:00:00",NULL,NULL
"2011-08","Jack Creasey","2011-08-01 00:00:00",NULL,NULL
"2011-08","Jaclyn Ferrier","2011-08-09 00:00:00",NULL,NULL
"2011-08","Jacqueline Ward","2011-08-04 00:00:00",NULL,NULL
"2011-08","Jaime Shen","2011-08-02 00:00:00",NULL,NULL
"2011-08","Jake Zukowski","2011-08-02 00:00:00",NULL,NULL
"2011-08","James Hendergart","2011-08-31 00:00:00","92",NULL
"2011-08","James Thomas","2011-08-01 00:00:00",NULL,NULL
"2011-08","Jasmine Wilson","2011-08-23 00:00:00",NULL,NULL
"2011-08","Jauna Elson","2011-08-31 00:00:00","92",NULL
"2011-08","Jean Handley","2011-08-01 00:00:00",NULL,NULL
"2011-08","Jean Jordan","2011-08-31 00:00:00","92",NULL
"2011-08","Jennifer Barnes","2011-08-09 00:00:00",NULL,NULL
"2011-08","Jenny Wagner","2011-08-05 00:00:00",NULL,NULL
"2011-08","Jerome Romero","2011-08-09 00:00:00",NULL,NULL
"2011-08","Jerry Chander","2011-08-19 00:00:00",NULL,NULL
"2011-08","Jesse Turner","2011-08-26 00:00:00",NULL,NULL
"2011-08","Jimmy Bischoff","2011-08-31 00:00:00","92",NULL
"2011-08","Joan Martin","2011-08-23 00:00:00",NULL,NULL
"2011-08","Jodan Jacobson","2011-08-01 00:00:00",NULL,NULL
"2011-08","John Colon","2011-08-01 00:00:00",NULL,NULL
"2011-08","John Donovan","2011-08-31 00:00:00","92",NULL
"2011-08","Johnathan Rodriguez","2011-08-21 00:00:00",NULL,NULL
"2011-08","Jon Ganio","2011-08-01 00:00:00",NULL,NULL
"2011-08","Jon Zhao","2011-08-19 00:00:00",NULL,NULL
"2011-08","Jon Zhou","2011-08-19 00:00:00",NULL,NULL
"2011-08","Jonathan Green","2011-08-18 00:00:00",NULL,NULL
"2011-08","Jonathan Mitchell","2011-08-19 00:00:00",NULL,NULL
"2011-08","Joseph Castellucio","2011-08-01 00:00:00",NULL,NULL
"2011-08","Jovita Carmody","2011-08-01 00:00:00",NULL,NULL
"2011-08","Joy Koski","2011-08-01 00:00:00",NULL,NULL
"2011-08","Judith Frazier","2011-08-31 00:00:00","92",NULL
"2011-08","Judy Lundahl","2011-08-01 00:00:00",NULL,NULL
"2011-08","Karren Burkhardt","2011-08-31 00:00:00","92",NULL
"2011-08","Katherine Patterson","2011-08-18 00:00:00",NULL,NULL
"2011-08","Katherine Rodriguez","2011-08-04 00:00:00",NULL,NULL
"2011-08","Kay Krane","2011-08-01 00:00:00",NULL,NULL
"2011-08","Kayla Jackson","2011-08-21 00:00:00",NULL,NULL
"2011-08","Kelly Focht","2011-08-01 00:00:00",NULL,NULL
"2011-08","Kevin Adams","2011-08-06 00:00:00",NULL,NULL
"2011-08","Kevin Browne","2011-08-01 00:00:00",NULL,NULL
"2011-08","Kim Abercrombie","2011-08-01 00:00:00",NULL,NULL
"2011-08","Kim Akers","2011-08-01 00:00:00",NULL,NULL
"2011-08","Kimberly Cook","2011-08-25 00:00:00",NULL,NULL
"2011-08","Kimberly Torres","2011-08-26 00:00:00",NULL,NULL
"2011-08","Kurt Nara","2011-08-24 00:00:00",NULL,NULL
"2011-08","Kurt Tang","2011-08-20 00:00:00",NULL,NULL
"2011-08","Kyle Diaz","2011-08-16 00:00:00",NULL,NULL
"2011-08","Kyle Roberts","2011-08-23 00:00:00",NULL,NULL
"2011-08","Lacey He","2011-08-31 00:00:00",NULL,NULL
"2011-08","Lance Gomez","2011-08-28 00:00:00",NULL,NULL
"2011-08","Lee Chapla","2011-08-01 00:00:00",NULL,NULL
"2011-08","Lester Bowman","2011-08-01 00:00:00",NULL,NULL
"2011-08","Lisa Zheng","2011-08-30 00:00:00",NULL,NULL
"2011-08","Logan Wright","2011-08-18 00:00:00",NULL,NULL
"2011-08","Lucas Martin","2011-08-01 00:00:00",NULL,NULL
"2011-08","Luis Lopez","2011-08-21 00:00:00",NULL,NULL
"2011-08","Lydia Garcia","2011-08-27 00:00:00",NULL,NULL
"2011-08","Mackenzie Cook","2011-08-29 00:00:00",NULL,NULL
"2011-08","Madison Russell","2011-08-22 00:00:00",NULL,NULL
"2011-08","Mae Black","2011-08-31 00:00:00","92",NULL
"2011-08","Mallory Martin","2011-08-30 00:00:00",NULL,NULL
"2011-08","Manuel Perez","2011-08-26 00:00:00",NULL,NULL
"2011-08","Marc Diaz","2011-08-09 00:00:00",NULL,NULL
"2011-08","Maria Alexander","2011-08-21 00:00:00",NULL,NULL
"2011-08","Maria Watson","2011-08-08 00:00:00",NULL,NULL
"2011-08","Marissa Butler","2011-08-19 00:00:00",NULL,NULL
"2011-08","Mark Hanson","2011-08-31 00:00:00","92",NULL
"2011-08","Marshall Lal","2011-08-06 00:00:00",NULL,NULL
"2011-08","Martha Espinoza","2011-08-01 00:00:00",NULL,NULL
"2011-08","Mary Vaca","2011-08-31 00:00:00",NULL,NULL
"2011-08","Mayra Kovar","2011-08-15 00:00:00",NULL,NULL
"2011-08","Micah Wu","2011-08-08 00:00:00",NULL,NULL
"2011-08","Michael Blythe","2011-08-31 00:00:00","92",NULL
"2011-08","Michael Moore","2011-08-10 00:00:00",NULL,NULL
"2011-08","Michael Vanderhyde","2011-08-01 00:00:00",NULL,NULL
"2011-08","Michele Perez","2011-08-06 00:00:00",NULL,NULL
"2011-08","Michele Raman","2011-08-24 00:00:00",NULL,NULL
"2011-08","Michelle Cox","2011-08-01 00:00:00",NULL,NULL
"2011-08","Mike Hines","2011-08-01 00:00:00",NULL,NULL
"2011-08","Morgan Edwards","2011-08-09 00:00:00",NULL,NULL
"2011-08","Mya Long","2011-08-22 00:00:00",NULL,NULL
"2011-08","Nancy Hirota","2011-08-31 00:00:00","92",NULL
"2011-08","Nichole Goel","2011-08-30 00:00:00",NULL,NULL
"2011-08","Nicky Chesnut","2011-08-01 00:00:00",NULL,NULL
"2011-08","Nicole Brown","2011-08-04 00:00:00",NULL,NULL
"2011-08","Nicole Howard","2011-08-07 00:00:00",NULL,NULL
"2011-08","Noah Flores","2011-08-30 00:00:00",NULL,NULL
"2011-08","Omar Black","2011-08-30 00:00:00",NULL,NULL
"2011-08","Omar Chander","2011-08-21 00:00:00",NULL,NULL
"2011-08","Paige Reed","2011-08-27 00:00:00",NULL,NULL
"2011-08","Pamela Cox","2011-08-01 00:00:00",NULL,NULL
"2011-08","Pat Chambers","2011-08-01 00:00:00",NULL,NULL
"2011-08","Patrick Cook","2011-08-01 00:00:00",NULL,NULL
"2011-08","Paul Shakespear","2011-08-30 00:00:00",NULL,NULL
"2011-08","Phyllis Thomas","2011-08-31 00:00:00","92",NULL
"2011-08","Prashanth Desai","2011-08-01 00:00:00",NULL,NULL
"2011-08","Rachel Rogers","2011-08-21 00:00:00",NULL,NULL
"2011-08","Rachel Washington","2011-08-23 00:00:00",NULL,NULL
"2011-08","Randall Rubio","2011-08-27 00:00:00",NULL,NULL
"2011-08","Reginald Munoz","2011-08-12 00:00:00",NULL,NULL
"2011-08","Reuben D'sa","2011-08-01 00:00:00",NULL,NULL
"2011-08","Richard Bready","2011-08-31 00:00:00","92",NULL
"2011-08","Richard Lum","2011-08-01 00:00:00",NULL,NULL
"2011-08","Robert Lyeba","2011-08-01 00:00:00",NULL,NULL
"2011-08","Robin McGuigan","2011-08-31 00:00:00","92",NULL
"2011-08","Robyn Alvarez","2011-08-21 00:00:00",NULL,NULL
"2011-08","Rudolph Dillon","2011-08-01 00:00:00",NULL,NULL
"2011-08","Run Liu","2011-08-31 00:00:00","92",NULL
"2011-08","Russell King","2011-08-31 00:00:00","92",NULL
"2011-08","Ruth Arun","2011-08-09 00:00:00",NULL,NULL
"2011-08","Ruth Choin","2011-08-01 00:00:00",NULL,NULL
"2011-08","Ryan Calafato","2011-08-31 00:00:00","92",NULL
"2011-08","Sabria Appelbaum","2011-08-01 00:00:00",NULL,NULL
"2011-08","Samuel Agcaoili","2011-08-01 00:00:00",NULL,NULL
"2011-08","Samuel Hughes","2011-08-25 00:00:00",NULL,NULL
"2011-08","Sandeep Katyal","2011-08-31 00:00:00","92",NULL
"2011-08","Sandra Maynard","2011-08-31 00:00:00","92",NULL
"2011-08","Sara Breer","2011-08-01 00:00:00",NULL,NULL
"2011-08","Savannah Evans","2011-08-07 00:00:00",NULL,NULL
"2011-08","Scott Cooper","2011-08-31 00:00:00",NULL,NULL
"2011-08","Scott MacDonald","2011-08-31 00:00:00","92",NULL
"2011-08","Shane Belli","2011-08-31 00:00:00","92",NULL
"2011-08","Shannon Elliott","2011-08-01 00:00:00",NULL,NULL
"2011-08","Shannon Liu","2011-08-17 00:00:00",NULL,NULL
"2011-08","Shaun Deng","2011-08-02 00:00:00",NULL,NULL
"2011-08","Shaun Lal","2011-08-22 00:00:00",NULL,NULL
"2011-08","Shawn Nara","2011-08-25 00:00:00",NULL,NULL
"2011-08","Shawna Xie","2011-08-27 00:00:00",NULL,NULL
"2011-08","Spencer Griffin","2011-08-08 00:00:00",NULL,NULL
"2011-08","Stacey Cereghino","2011-08-31 00:00:00","92",NULL
"2011-08","Stephanie Gray","2011-08-14 00:00:00",NULL,NULL
"2011-08","Steven Brown","2011-08-01 00:00:00",NULL,NULL
"2011-08","Susan French","2011-08-31 00:00:00","92",NULL
"2011-08","Sydney Perez","2011-08-22 00:00:00",NULL,NULL
"2011-08","Tamara Yang","2011-08-16 00:00:00",NULL,NULL
"2011-08","Tammy Raji","2011-08-02 00:00:00",NULL,NULL
"2011-08","Tanya Alvarez","2011-08-27 00:00:00",NULL,NULL
"2011-08","Taylor Davis","2011-08-06 00:00:00",NULL,NULL
"2011-08","Taylor Watson","2011-08-23 00:00:00",NULL,NULL
"2011-08","Teresa Atkinson","2011-08-01 00:00:00",NULL,NULL
"2011-08","Terrence Sharma","2011-08-18 00:00:00",NULL,NULL
"2011-08","Theodore Ruiz","2011-08-13 00:00:00",NULL,NULL
"2011-08","Todd Gao","2011-08-13 00:00:00",NULL,NULL
"2011-08","Todd Zhu","2011-08-04 00:00:00",NULL,NULL
"2011-08","Tracy Rai","2011-08-22 00:00:00",NULL,NULL
"2011-08","Trisha Wang","2011-08-15 00:00:00",NULL,NULL
"2011-08","Troy Sanchez","2011-08-27 00:00:00",NULL,NULL
"2011-08","Tyrone Navarro","2011-08-27 00:00:00",NULL,NULL
"2011-08","Valerie Hendricks","2011-08-31 00:00:00","92",NULL
"2011-08","Victor Romero","2011-08-07 00:00:00",NULL,NULL
"2011-08","Victor Sanz","2011-08-14 00:00:00",NULL,NULL
"2011-08","Virginia Sara","2011-08-09 00:00:00",NULL,NULL
"2011-08","Walter Jimenez","2011-08-26 00:00:00",NULL,NULL
"2011-08","Wendy Ramos","2011-08-30 00:00:00",NULL,NULL
"2011-08","William Miller","2011-08-16 00:00:00",NULL,NULL
"2011-08","Willie Lin","2011-08-26 00:00:00",NULL,NULL
"2011-08","Willie She","2011-08-04 00:00:00",NULL,NULL
"2011-08","Willis Johnson","2011-08-31 00:00:00",NULL,NULL
"2011-08","Yale Li","2011-08-01 00:00:00",NULL,NULL
"2011-08","Yvonne McKay","2011-08-01 00:00:00",NULL,NULL
"2011-08","Zachary Wilson","2011-08-03 00:00:00",NULL,NULL
"2011-09","Abby Sai","2011-09-29 00:00:00",NULL,NULL
"2011-09","Adam Ross","2011-09-07 00:00:00",NULL,NULL
"2011-09","Aimee He","2011-09-07 00:00:00",NULL,NULL
"2011-09","Aimee Li","2011-09-10 00:00:00",NULL,NULL
"2011-09","Aimee Liu","2011-09-20 00:00:00",NULL,NULL
"2011-09","Alan Guo","2011-09-26 00:00:00",NULL,NULL
"2011-09","Alberto Gill","2011-09-12 00:00:00",NULL,NULL
"2011-09","Alexa Gray","2011-09-12 00:00:00",NULL,NULL
"2011-09","Alexis Jenkins","2011-09-26 00:00:00",NULL,NULL
"2011-09","Allen Rodriguez","2011-09-07 00:00:00",NULL,NULL
"2011-09","Alyssa Jones","2011-09-02 00:00:00",NULL,NULL
"2011-09","Amber Hill","2011-09-12 00:00:00",NULL,NULL
"2011-09","Andr?s Anand","2011-09-11 00:00:00",NULL,NULL
"2011-09","Anna Williams","2011-09-18 00:00:00",NULL,NULL
"2011-09","Arthur Carlson","2011-09-04 00:00:00",NULL,NULL
"2011-09","Billy Munoz","2011-09-09 00:00:00",NULL,NULL
"2011-09","Blake Anderson","2011-09-21 00:00:00",NULL,NULL
"2011-09","Bonnie Sharma","2011-09-08 00:00:00",NULL,NULL
"2011-09","Bradley Raji","2011-09-11 00:00:00",NULL,NULL
"2011-09","Bradley Yuan","2011-09-05 00:00:00",NULL,NULL
"2011-09","Brandon Johnson","2011-09-30 00:00:00",NULL,NULL
"2011-09","Briana Torres","2011-09-29 00:00:00",NULL,NULL
"2011-09","Bridget Tang","2011-09-11 00:00:00",NULL,NULL
"2011-09","Bruce Hernandez","2011-09-17 00:00:00",NULL,NULL
"2011-09","Bruce Navarro","2011-09-11 00:00:00",NULL,NULL
"2011-09","Bruce Suri","2011-09-12 00:00:00",NULL,NULL
"2011-09","Carlos James","2011-09-17 00:00:00",NULL,NULL
"2011-09","Carol Ann Rockne","2011-09-26 00:00:00",NULL,NULL
"2011-09","Caroline Griffin","2011-09-29 00:00:00",NULL,NULL
"2011-09","Carolyn Navarro","2011-09-17 00:00:00",NULL,NULL
"2011-09","Carolyn Ramos","2011-09-26 00:00:00",NULL,NULL
"2011-09","Cassie Chande","2011-09-15 00:00:00",NULL,NULL
"2011-09","Cedric Zhou","2011-09-09 00:00:00",NULL,NULL
"2011-09","Cesar Suri","2011-09-17 00:00:00",NULL,NULL
"2011-09","Chad Kumar","2011-09-01 00:00:00",NULL,NULL
"2011-09","Charles Harris","2011-09-07 00:00:00",NULL,NULL
"2011-09","Charles Wilson","2011-09-22 00:00:00",NULL,NULL
"2011-09","Cheryl Diaz","2011-09-08 00:00:00",NULL,NULL
"2011-09","Claudia Sun","2011-09-08 00:00:00",NULL,NULL
"2011-09","Clifford Garcia","2011-09-01 00:00:00",NULL,NULL
"2011-09","Clinton Blanco","2011-09-22 00:00:00",NULL,NULL
"2011-09","Connor Yang","2011-09-28 00:00:00",NULL,NULL
"2011-09","Cory Malhotra","2011-09-26 00:00:00",NULL,NULL
"2011-09","Craig Moreno","2011-09-08 00:00:00",NULL,NULL
"2011-09","Cristina Raje","2011-09-17 00:00:00",NULL,NULL
"2011-09","Daisy Vazquez","2011-09-26 00:00:00",NULL,NULL
"2011-09","Damien Chander","2011-09-10 00:00:00",NULL,NULL
"2011-09","Daniel Martinez","2011-09-19 00:00:00",NULL,NULL
"2011-09","Derrick Martin","2011-09-11 00:00:00",NULL,NULL
"2011-09","Desiree Gill","2011-09-18 00:00:00",NULL,NULL
"2011-09","Douglas Patel","2011-09-19 00:00:00",NULL,NULL
"2011-09","Drew Goel","2011-09-17 00:00:00",NULL,NULL
"2011-09","Drew Sharma","2011-09-17 00:00:00",NULL,NULL
"2011-09","Dustin Nara","2011-09-11 00:00:00",NULL,NULL
"2011-09","Ebony Chandra","2011-09-30 00:00:00",NULL,NULL
"2011-09","Eduardo Clark","2011-09-13 00:00:00",NULL,NULL
"2011-09","Eduardo Lopez","2011-09-28 00:00:00",NULL,NULL
"2011-09","Edwin Chander","2011-09-22 00:00:00",NULL,NULL
"2011-09","Edwin Nara","2011-09-04 00:00:00",NULL,NULL
"2011-09","Emma Griffin","2011-09-13 00:00:00",NULL,NULL
"2011-09","Emma Murphy","2011-09-14 00:00:00",NULL,NULL
"2011-09","Emmanuel Patel","2011-09-06 00:00:00",NULL,NULL
"2011-09","Felicia Jimenez","2011-09-28 00:00:00",NULL,NULL
"2011-09","Gabriel Diaz","2011-09-18 00:00:00",NULL,NULL
"2011-09","Gabrielle Edwards","2011-09-07 00:00:00",NULL,NULL
"2011-09","Gary Rubio","2011-09-27 00:00:00",NULL,NULL
"2011-09","Gerald Moreno","2011-09-19 00:00:00",NULL,NULL
"2011-09","Gina Torres","2011-09-02 00:00:00",NULL,NULL
"2011-09","Glenn Huang","2011-09-28 00:00:00",NULL,NULL
"2011-09","Isabella Rodriguez","2011-09-15 00:00:00",NULL,NULL
"2011-09","Ivan Garcia","2011-09-04 00:00:00",NULL,NULL
"2011-09","J?sus Munoz","2011-09-24 00:00:00",NULL,NULL
"2011-09","Jack Nelson","2011-09-10 00:00:00",NULL,NULL
"2011-09","Janet Gomez","2011-09-10 00:00:00",NULL,NULL
"2011-09","Jason Butler","2011-09-03 00:00:00",NULL,NULL
"2011-09","Jay Malhotra","2011-09-07 00:00:00",NULL,NULL
"2011-09","Jeffery Wang","2011-09-04 00:00:00",NULL,NULL
"2011-09","Jennifer Parker","2011-09-22 00:00:00",NULL,NULL
"2011-09","Jennifer Perry","2011-09-28 00:00:00",NULL,NULL
"2011-09","Jesse Richardson","2011-09-04 00:00:00",NULL,NULL
"2011-09","Jessica Davis","2011-09-16 00:00:00",NULL,NULL
"2011-09","Joanna Ortega","2011-09-21 00:00:00",NULL,NULL
"2011-09","Jonathan Adams","2011-09-27 00:00:00",NULL,NULL
"2011-09","Jonathan Shan","2011-09-15 00:00:00",NULL,NULL
"2011-09","Jordan Campbell","2011-09-11 00:00:00",NULL,NULL
"2011-09","Kaitlin Sanchez","2011-09-22 00:00:00",NULL,NULL
"2011-09","Karen Li","2011-09-02 00:00:00",NULL,NULL
"2011-09","Kaylee Kelly","2011-09-06 00:00:00",NULL,NULL
"2011-09","Kaylee Sanchez","2011-09-19 00:00:00",NULL,NULL
"2011-09","Kristina Mehta","2011-09-04 00:00:00",NULL,NULL
"2011-09","Kristine Vazquez","2011-09-09 00:00:00",NULL,NULL
"2011-09","Lacey Li","2011-09-13 00:00:00",NULL,NULL
"2011-09","Lacey Xu","2011-09-29 00:00:00",NULL,NULL
"2011-09","Latasha Navarro","2011-09-16 00:00:00",NULL,NULL
"2011-09","Lauren Jenkins","2011-09-05 00:00:00",NULL,NULL
"2011-09","Leah Sun","2011-09-28 00:00:00",NULL,NULL
"2011-09","Leah Ye","2011-09-15 00:00:00",NULL,NULL
"2011-09","Levi Rana","2011-09-18 00:00:00",NULL,NULL
"2011-09","Linda Jimenez","2011-09-10 00:00:00",NULL,NULL
"2011-09","Louis Yuan","2011-09-09 00:00:00",NULL,NULL
"2011-09","Louis Zhou","2011-09-08 00:00:00",NULL,NULL
"2011-09","Lucas Butler","2011-09-17 00:00:00",NULL,NULL
"2011-09","Lucas Harris","2011-09-12 00:00:00",NULL,NULL
"2011-09","Madeline Mitchell","2011-09-04 00:00:00",NULL,NULL
"2011-09","Marco Srini","2011-09-27 00:00:00",NULL,NULL
"2011-09","Marcus Cook","2011-09-07 00:00:00",NULL,NULL
"2011-09","Maria Edwards","2011-09-11 00:00:00",NULL,NULL
"2011-09","Maria Perry","2011-09-01 00:00:00",NULL,NULL
"2011-09","Marshall Rai","2011-09-10 00:00:00",NULL,NULL
"2011-09","Micah Zeng","2011-09-28 00:00:00",NULL,NULL
"2011-09","Micheal Saunders","2011-09-26 00:00:00",NULL,NULL
"2011-09","Morgan Henderson","2011-09-06 00:00:00",NULL,NULL
"2011-09","Nancy Mehta","2011-09-04 00:00:00",NULL,NULL
"2011-09","Natalie Gray","2011-09-20 00:00:00",NULL,NULL
"2011-09","Natasha Serrano","2011-09-15 00:00:00",NULL,NULL
"2011-09","Nathan Hayes","2011-09-05 00:00:00",NULL,NULL
"2011-09","Nicolas Rai","2011-09-29 00:00:00",NULL,NULL
